2.595274754765585385e+03,3.834485301035876148e+00,1.136821291834718117e+01,1.323181167017411022e-02,1.776253455985011762e-02,3.729060805509862991e-03,1.248784152333806512e-02,4.835526810385732191e-03,1.918701418021194829e-02
4.430954357674240782e+03,7.844160455038363011e+00,9.554281954788569564e+00,1.046789816635605719e-03,3.550476662753130480e-03,1.557772230954438536e-02,1.375496379290276974e-02,1.551683306123203404e-02,4.085771053754967685e-03
2.529466032350750538e+03,5.249545529578061753e+00,1.092437068472857931e+01,1.377396608161754119e-02,6.281763386758770079e-03,1.917708805273413142e-02,3.717815582300897786e-03,1.390603920673542937e-02,9.547629783474237061e-03
3.409123372882527292e+03,7.830917710979873547e+00,9.910349318821804587e+00,9.455590673778860658e-03,1.822363225957297078e-02,1.635888709805047303e-02,1.781628683419349615e-02,4.398189133535436446e-03,3.704725230498140398e-03
3.963602894199594630e+03,3.167219814683660317e+00,5.760697420899266952e+00,1.288576971714141053e-02,1.861173464406728345e-02,3.906447184268444645e-03,1.044970088949174862e-02,1.906533526503564197e-02,7.761605069636709139e-03
3.986320648779015755e+03,8.203774479844970102e+00,8.795210203429068230e+00,1.057014118954838905e-02,3.721292542410957471e-03,1.247898206632036891e-02,1.198394903798396041e-02,1.857506053440390742e-02,6.672621370849200415e-03
4.045702846644949659e+03,7.473961911954835280e+00,1.692654582300738397e+00,3.484745325257495446e-03,1.078671595230307721e-02,6.973124170693826077e-03,1.520645976880728376e-02,5.808596612723097158e-03,1.947025058707084130e-02
2.675706910991635596e+03,9.576220668661285629e+00,3.409404538080475167e+00,6.272103630981696806e-03,2.292913941372497905e-03,1.965191849380325956e-02,1.117351335195266616e-02,9.540054196571903788e-03,1.712439808430508276e-02
4.427275457627103606e+03,2.762831150748613851e+00,4.140274300140434072e+00,1.513839104019036423e-02,1.295571875555866920e-02,1.652044249820971283e-03,1.671412990722897715e-02,1.040046119608190739e-03,9.084558843771198267e-03
2.810914994050806399e+03,9.967406545636869453e+00,1.039271593170720465e+01,5.139204171546767758e-03,2.796927413246948213e-03,1.551402070315748699e-02,1.186767442149963027e-02,1.370899196854614109e-02,1.016266090724311788e-03
4.263079351774535098e+03,9.528952412655607773e+00,9.490330050010520324e+00,1.386084482191865530e-02,1.049865466162650668e-03,7.180301229213134628e-04,1.639695911784436189e-02,9.962086685107632289e-03,9.639194179568070717e-03
3.093723193659664503e+03,6.548164620740840824e+00,8.906352303888812827e+00,1.023371872745652660e-02,1.877319782862299155e-02,4.173286158536848589e-03,1.557957034336964267e-02,1.344797312008166011e-02,8.692023594503104841e-03
4.136814262130603311e+03,9.180727870587922723e+00,1.935615643667571550e+00,1.631358656006586666e-02,1.500599285079697726e-03,1.315503770138103969e-02,1.968521696545383337e-02,4.035054496551369191e-03,1.774177680099721724e-02
2.814097253296539748e+03,4.392360324569760444e+00,9.732638553574414431e+00,1.763886050188636159e-02,7.793972335778708363e-03,1.134513433087713102e-02,8.649858067493481142e-03,1.071307797750570279e-02,1.759389790212746024e-02
4.029499365141049566e+03,6.181585952215169932e+00,2.833867262736154302e+00,6.160091744328712732e-03,1.553234842018563419e-02,1.401421015438527110e-02,1.823836332063058507e-02,1.394602213290843315e-02,1.995207011342621517e-02
3.980459868872691459e+03,9.743119784655238647e+00,3.814101436517931099e+00,6.230390495577622922e-03,1.084812475835559425e-03,3.748000791234017137e-03,1.786295779039323572e-02,1.590415069915305721e-02,6.519107034345300589e-03
4.349099461066458389e+03,4.615267492087161472e+00,2.317063347469325407e+00,1.463777838649951354e-02,1.289417437146168043e-02,1.652332616163983137e-02,7.472795374348245936e-03,1.316672804705896864e-02,8.327886476023026174e-03
4.019144351448890575e+03,4.741720221001958002e+00,3.010408891343322679e+00,6.958884844038792233e-03,1.466674550538629718e-02,1.684703016828891300e-02,7.428653398150132994e-03,9.727817238242005699e-03,6.939488780859804501e-03
2.984992909251479432e+03,3.522867000943003646e+00,3.143962794617698009e+00,1.526234977813691746e-02,6.972569524416978234e-03,1.794490946607373710e-02,7.756241570731884152e-03,1.371266292885813323e-02,5.095335455201060321e-03
2.849382509505828239e+03,6.003905381501507321e+00,1.089396217536462430e+01,1.250919667423751325e-03,7.832510606789130220e-03,1.675266086195566217e-03,1.060002381375430187e-02,7.639090321527078689e-03,9.455020468312737292e-03
3.740356390833837850e+03,7.153337353859201109e+00,7.079930450302505562e+00,1.012832179523563518e-02,1.462127418379836896e-02,1.582816317275001494e-02,1.056571295024488419e-02,8.924264197341227889e-03,1.386381637510026785e-02
2.222766909864017180e+03,3.105492104364548922e+00,3.678967582499237388e+00,1.532487000411865766e-02,4.700569263944368026e-04,1.671743515386664783e-02,4.885718300359099403e-03,3.455392144236468094e-03,6.683015918555869003e-03
4.316967891124749258e+03,2.210968415286373556e+00,5.222999180471292746e+00,1.760834464316854073e-02,1.753085169279026967e-02,5.535541831547525007e-03,3.032872006973646312e-03,3.812300239640215027e-03,1.757443893014281472e-03
2.299967903699954604e+03,6.875651622123198692e+00,4.394312114386335288e+00,1.537010424755090240e-02,1.884240458153186443e-02,1.270945280192178721e-02,1.635608611180924821e-02,3.857194081612485420e-03,1.097036246295255736e-02
3.701779007201644617e+03,9.151273706971705835e+00,6.784320798490920623e+00,1.344592223715896859e-02,1.472507603830639639e-02,6.404213783625416906e-03,1.812669388072183502e-02,1.949568278966960430e-02,1.315369295412537401e-02
3.391882657345159714e+03,4.588703259202451257e+00,5.672646544686505088e+00,1.780308266540437528e-02,4.773519501984069269e-04,5.728990411376295652e-03,1.837155772241035046e-02,1.468605529050358294e-02,2.661651509303621099e-03
2.436591824532405099e+03,8.971610611781413169e+00,2.210190053853283931e+00,8.426108293914526259e-03,1.915853550349155832e-02,2.229010614163171727e-03,1.220293349403399341e-02,1.557598384767718003e-02,1.435782677102699113e-02
2.858099993661094686e+03,7.639308339340497689e+00,1.152592617081660720e+01,1.355780030811932699e-02,1.543430615420547485e-02,4.506704541762246441e-04,1.655641710352366569e-02,5.965576242537656837e-03,7.030998151951533062e-03
4.441266203919190957e+03,5.871630354175501942e+00,3.777185924794375538e+00,5.794548994442365319e-03,1.651682236415940447e-02,8.606041177811146053e-03,1.617393981126268726e-02,1.509809563302436097e-02,3.537955491775480327e-03
2.522426055343727967e+03,6.018654383900452487e+00,1.137529664238076776e+01,1.814852329956068502e-02,7.493702645063717374e-03,1.003756174664251558e-02,6.187029382949810891e-03,2.280130048272831916e-03,8.634053326591310459e-03
3.039091800711851192e+03,4.700620600318416109e+00,3.745298466866953113e+00,1.120541747627032576e-02,1.755251671491082563e-02,4.953772102729561352e-03,3.929930163173472879e-03,5.193720210856116182e-03,9.708556910362762735e-03
2.278292843952768635e+03,9.376213867753076414e+00,1.167123595209638154e+01,1.035568094869706093e-02,1.256387313957640917e-02,7.090521282190689889e-04,1.993593874404597094e-02,1.823420050294608311e-02,1.417594641136114136e-03
4.252510417350580610e+03,7.076624236231621623e+00,3.371397493939226386e+00,8.985850034913993659e-03,5.359013655420590341e-03,9.643798040002579675e-03,7.911308443498944742e-03,2.517907268435339713e-03,2.667428063242483632e-03
